gameDate,weekDay,homeTeam,homeTeamEdition,homeCombo,homeTeamBGColor,homeTeamColor,awayTeam,awayTeamEdition,awayCombo,awayTeamBGColor,awayTeamColor,courtMain,courtSecondary
02/1/2014,Saturday ,Indiana Pacers,Alternate,Indiana Pacers Alternate,#FFC72D,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
02/1/2014,Saturday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
02/1/2014,Saturday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
02/1/2014,Sunday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Oklahoma City Thunder,Away,Oklahoma City Thunder Away,#0472CF,,,
02/1/2014,Sunday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
02/1/2014,Sunday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,,
02/2/2014,Sunday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
02/3/2014,Monday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
02/3/2014,Monday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Los Angeles Clippers,Away,Los Angeles Clippers Away,#D50132,,,
02/3/2014,Monday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
02/3/2014,Monday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Chicago Bulls,Alternate,Chicago Bulls Alternate,#000000,,,
02/3/2014,Monday ,Miami Heat,Hardwood Classic,Miami Heat Hardwood Classic,#000000,,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,,
02/3/2014,Monday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
02/3/2014,Monday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
02/3/2014,Monday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Philadelphia 76ers,Alternate,Philadelphia 76ers Alternate,#023DA5,,,
02/3/2014,Tuesday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
02/3/2014,Tuesday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
02/3/2014,Tuesday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Toronto Raptors,Alternate,Toronto Raptors Alternate,#000000,,,
02/4/2014,Tuesday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
02/4/2014,Tuesday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
02/4/2014,Tuesday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Chicago Bulls,Alternate,Chicago Bulls Alternate,#000000,,,
02/4/2014,Tuesday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
02/5/2014,Wednesday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Milwaukee Bucks,Away,Milwaukee Bucks Away,#2C5234,,,
02/5/2014,Wednesday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Boston Celtics,Away,Boston Celtics Away,#007A34,,,
02/5/2014,Wednesday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
02/5/2014,Wednesday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Miami Heat,Away,Miami Heat Away,#000000,,,
02/5/2014,Wednesday ,Cleveland Cavaliers,Home,Cleveland Cavaliers Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
02/5/2014,Wednesday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Dallas Mavericks,Alternate,Dallas Mavericks Alternate,#0C2340,,,
02/5/2014,Wednesday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
02/5/2014,Wednesday ,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,,
02/5/2014,Wednesday ,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,,
02/5/2014,Thursday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
02/5/2014,Thursday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Minnesota Timberwolves,Alternate,Minnesota Timberwolves Alternate,#000000,,,
02/5/2014,Thursday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Toronto Raptors,Alternate,Toronto Raptors Alternate,#000000,,,
02/6/2014,Thursday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Chicago Bulls,Alternate,Chicago Bulls Alternate,#000000,,,
02/6/2014,Thursday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
02/7/2014,Friday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
02/7/2014,Friday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
02/7/2014,Friday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
02/7/2014,Friday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
02/7/2014,Friday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
02/7/2014,Friday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Utah Jazz,Alternate,Utah Jazz Alternate,#366445,,,
02/7/2014,Saturday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
02/7/2014,Saturday ,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,,
02/7/2014,Saturday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Minnesota Timberwolves,Alternate,Minnesota Timberwolves Alternate,#000000,,,
02/7/2014,Saturday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
02/8/2014,Saturday ,Milwaukee Bucks,Alternate,Milwaukee Bucks Alternate,#A7192E,,Houston Rockets,Home,Houston Rockets Home,#ffffff,,,
02/8/2014,Saturday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
02/8/2014,Saturday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
02/8/2014,Saturday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
02/8/2014,Saturday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Miami Heat,Alternate,Miami Heat Alternate,#872733,,,
02/8/2014,Saturday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
02/8/2014,Sunday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Portland Trail Blazers,Alternate,Portland Trail Blazers Alternate,#C8102E,,,
02/9/2014,Sunday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Dallas Mavericks,Alternate,Dallas Mavericks Alternate,#0C2340,,,
02/9/2014,Sunday ,Los Angeles Lakers,Alternate,Los Angeles Lakers Alternate,#ffffff,,Chicago Bulls,Alternate,Chicago Bulls Alternate,#000000,,,
02/9/2014,Sunday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
02/9/2014,Sunday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
02/9/2014,Monday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
02/9/2014,Monday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
02/9/2014,Monday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
02/9/2014,Monday ,Los Angeles Clippers,Back in Blue Pride,Los Angeles Clippers Back in Blue Pride,#438FDE,,Philadelphia 76ers,Away,Philadelphia 76ers Away,#D50132,,,
02/10/2014,Monday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Boston Celtics,Away,Boston Celtics Away,#007A34,,,
02/10/2014,Monday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
02/10/2014,Monday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Philadelphia 76ers,Away,Philadelphia 76ers Away,#D50132,,,
02/10/2014,Monday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
02/10/2014,Monday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
02/10/2014,Tuesday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
02/11/2014,Tuesday ,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,,
02/11/2014,Tuesday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Miami Heat,Away,Miami Heat Away,#000000,,,
02/11/2014,Tuesday ,Cleveland Cavaliers,Home,Cleveland Cavaliers Home,#ffffff,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
02/11/2014,Tuesday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
02/11/2014,Tuesday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Atlanta Hawks,Alternate,Atlanta Hawks Alternate,#C8102E,,,
02/11/2014,Tuesday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Dallas Mavericks,Alternate,Dallas Mavericks Alternate,#0C2340,,,
02/11/2014,Wednesday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Oklahoma City Thunder,Alternate,Oklahoma City Thunder Alternate,#051D42,,,
02/12/2014,Wednesday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
02/12/2014,Wednesday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
02/12/2014,Wednesday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
02/12/2014,Wednesday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Miami Heat,Away,Miami Heat Away,#000000,,,
02/12/2014,Wednesday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
02/12/2014,Wednesday ,Orlando Magic,Home,Orlando Magic Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
02/12/2014,Wednesday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Atlanta Hawks,Alternate,Atlanta Hawks Alternate,#C8102E,,,
02/12/2014,Wednesday ,Brooklyn Nets,Home,Brooklyn Nets Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
02/12/2014,Wednesday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
02/12/2014,Wednesday ,Houston Rockets,Home,Houston Rockets Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
02/12/2014,Thursday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
02/12/2014,Thursday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Philadelphia 76ers,Away,Philadelphia 76ers Away,#D50132,,,
02/12/2014,Thursday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
02/13/2014,Thursday ,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,Oklahoma City Thunder,Away,Oklahoma City Thunder Away,#0472CF,,,
02/13/2014,Thursday ,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
02/18/2014,Tuesday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
02/18/2014,Tuesday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
02/18/2014,Tuesday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
02/18/2014,Tuesday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Miami Heat,Away,Miami Heat Away,#000000,,,
02/18/2014,Tuesday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
02/18/2014,Tuesday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
02/18/2014,Tuesday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Atlanta Hawks,Alternate,Atlanta Hawks Alternate,#C8102E,,,
02/18/2014,Tuesday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Charlotte Hornets,Away,Charlotte Hornets Away,#0C2340,,,
02/18/2014,Wednesday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Toronto Raptors,Alternate,Toronto Raptors Alternate,#000000,,,
02/19/2014,Wednesday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Boston Celtics,Alternate,Boston Celtics Alternate,#007A34,,,
02/19/2014,Wednesday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
02/19/2014,Wednesday ,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
02/19/2014,Wednesday ,Portland Trail Blazers,Rip City,Portland Trail Blazers Rip City,#ffffff,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
02/19/2014,Wednesday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Chicago Bulls,Alternate,Chicago Bulls Alternate,#000000,,,
02/19/2014,Wednesday ,Cleveland Cavaliers,Home,Cleveland Cavaliers Home,#ffffff,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
02/19/2014,Wednesday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
02/19/2014,Wednesday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
02/19/2014,Wednesday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
02/19/2014,Thursday ,Minnesota Timberwolves,Home,Minnesota Timberwolves Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
02/19/2014,Thursday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
02/20/2014,Thursday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
02/20/2014,Thursday ,Golden State Warriors,Home,Golden State Warriors Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
02/20/2014,Thursday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Miami Heat,Away,Miami Heat Away,#000000,,,
02/21/2014,Friday ,Los Angeles Lakers,Home,Los Angeles Lakers Home,#FFC72D,,Boston Celtics,Alternate,Boston Celtics Alternate,#007A34,,,
02/21/2014,Friday ,Phoenix Suns,Alternate,Phoenix Suns Alternate,#CB6014,,San Antonio Spurs,Away,San Antonio Spurs Away,#000000,,,
02/21/2014,Friday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
02/21/2014,Friday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
02/21/2014,Friday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Los Angeles Clippers,Alternate,Los Angeles Clippers Alternate,#023DA5,,,
02/21/2014,Friday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
02/21/2014,Friday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
02/21/2014,Friday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
02/21/2014,Saturday ,Orlando Magic,Alternate,Orlando Magic Alternate,#000000,,New York Knicks,Home,New York Knicks Home,#ffffff,,,
02/21/2014,Saturday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,,
02/22/2014,Saturday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
02/22/2014,Saturday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Boston Celtics,Alternate,Boston Celtics Alternate,#007A34,,,
02/22/2014,Saturday ,Golden State Warriors,Alternate,Golden State Warriors Alternate,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
02/22/2014,Saturday ,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
02/22/2014,Saturday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,New York Knicks,Away,New York Knicks Away,#023DA5,,,
02/22/2014,Saturday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
02/22/2014,Sunday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
02/22/2014,Sunday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Minnesota Timberwolves,Away,Minnesota Timberwolves Away,#25608F,,,
02/23/2014,Sunday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Sacramento Kings,Away,Sacramento Kings Away,#763BBE,,,
02/23/2014,Sunday ,Los Angeles Lakers,Alternate,Los Angeles Lakers Alternate,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
02/23/2014,Sunday ,Miami Heat,Hardwood Classic,Miami Heat Hardwood Classic,#000000,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
02/23/2014,Sunday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
02/23/2014,Sunday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
02/23/2014,Monday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Los Angeles Clippers,Back in Blue Pride,Los Angeles Clippers Back in Blue Pride,#438FDE,,,
02/23/2014,Monday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
02/23/2014,Monday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Minnesota Timberwolves,Away,Minnesota Timberwolves Away,#25608F,,,
02/24/2014,Monday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Milwaukee Bucks,Alternate,Milwaukee Bucks Alternate,#A7192E,,,
02/24/2014,Monday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Boston Celtics,Alternate,Boston Celtics Alternate,#007A34,,,
02/24/2014,Monday ,Detroit Pistons,Home,Detroit Pistons Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
02/24/2014,Monday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Dallas Mavericks,Away,Dallas Mavericks Away,#0257B7,,,
02/24/2014,Tuesday ,New Orleans Pelicans,Home,New Orleans Pelicans Home,#ffffff,,Los Angeles Clippers,Alternate,Los Angeles Clippers Alternate,#023DA5,,,
02/25/2014,Tuesday ,Denver Nuggets,Home,Denver Nuggets Home,#ffffff,,Portland Trail Blazers,Away,Portland Trail Blazers Away,#000000,,,
02/25/2014,Tuesday ,Indiana Pacers,Alternate,Indiana Pacers Alternate,#FFC72D,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
02/25/2014,Tuesday ,Atlanta Hawks,Home,Atlanta Hawks Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
02/25/2014,Tuesday ,Cleveland Cavaliers,Home,Cleveland Cavaliers Home,#ffffff,,Toronto Raptors,Away,Toronto Raptors Away,#BA0E2F,,,
02/25/2014,Tuesday ,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
02/25/2014,Wednesday ,Washington Wizards,Home,Washington Wizards Home,#ffffff,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
02/25/2014,Wednesday ,Phoenix Suns,Home,Phoenix Suns Home,#ffffff,,Minnesota Timberwolves,Away,Minnesota Timberwolves Away,#25608F,,,
02/26/2014,Wednesday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Atlanta Hawks,Away,Atlanta Hawks Away,#0C2340,,,
02/26/2014,Wednesday ,Memphis Grizzlies,Home,Memphis Grizzlies Home,#ffffff,,Los Angeles Lakers,Away,Los Angeles Lakers Away,#702F8B,,,
02/26/2014,Wednesday ,San Antonio Spurs,Home,San Antonio Spurs Home,#ffffff,,Detroit Pistons,Away,Detroit Pistons Away,#023DA5,,,
02/26/2014,Wednesday ,Chicago Bulls,Home,Chicago Bulls Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
02/26/2014,Wednesday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Cleveland Cavaliers,Away,Cleveland Cavaliers Away,#70263D,,,
02/26/2014,Wednesday ,Portland Trail Blazers,Rip City,Portland Trail Blazers Rip City,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
02/26/2014,Wednesday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
02/26/2014,Wednesday ,Los Angeles Clippers,Home,Los Angeles Clippers Home,#ffffff,,Houston Rockets,Away,Houston Rockets Away,#BA0E2F,,,
02/26/2014,Thursday ,Philadelphia 76ers,Home,Philadelphia 76ers Home,#ffffff,,Orlando Magic,Away,Orlando Magic Away,#0257B7,,,
02/26/2014,Thursday ,Utah Jazz,Home,Utah Jazz Home,#ffffff,,Phoenix Suns,Away,Phoenix Suns Away,#211647,,,
02/27/2014,Thursday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Milwaukee Bucks,Away,Milwaukee Bucks Away,#2C5234,,,
02/27/2014,Thursday ,Denver Nuggets,Alternate,Denver Nuggets Alternate,#FFC72D,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
02/27/2014,Thursday ,Miami Heat,Hardwood Classic,Miami Heat Hardwood Classic,#000000,,New York Knicks,Home,New York Knicks Home,#ffffff,,,
02/27/2014,Friday ,Indiana Pacers,Home,Indiana Pacers Home,#ffffff,,Milwaukee Bucks,Away,Milwaukee Bucks Away,#2C5234,,,
02/27/2014,Friday ,Toronto Raptors,Home,Toronto Raptors Home,#ffffff,,Washington Wizards,Away,Washington Wizards Away,#C8102E,,,
02/28/2014,Friday ,New York Knicks,Home,New York Knicks Home,#ffffff,,Golden State Warriors,Away,Golden State Warriors Away,#023DA5,,,
02/28/2014,Friday ,Los Angeles Lakers,Hollywood Nights,Los Angeles Lakers Hollywood Nights,#000000,,Sacramento Kings,Home,Sacramento Kings Home,#ffffff,,,
02/28/2014,Friday ,San Antonio Spurs,Hoops For Troops,San Antonio Spurs Hoops For Troops,#ACA791,,Charlotte Hornets,Home,Charlotte Hornets Home,#ffffff,,,
02/28/2014,Friday ,Dallas Mavericks,Home,Dallas Mavericks Home,#ffffff,,Chicago Bulls,Away,Chicago Bulls Away,#BA0E2F,,,
02/28/2014,Friday ,Cleveland Cavaliers,Alternate,Cleveland Cavaliers Alternate,#FFB81D,,Utah Jazz,Away,Utah Jazz Away,#0B2F51,,,
02/28/2014,Friday ,Oklahoma City Thunder,Home,Oklahoma City Thunder Home,#ffffff,,Memphis Grizzlies,Away,Memphis Grizzlies Away,#0C2340,,,
02/28/2014,Saturday ,Phoenix Suns,Alternate,Phoenix Suns Alternate,#CB6014,,New Orleans Pelicans,Away,New Orleans Pelicans Away,#0C2340,,,
03/1/2014,Saturday ,Milwaukee Bucks,Home,Milwaukee Bucks Home,#ffffff,,Brooklyn Nets,Away,Brooklyn Nets Away,#000000,,,
03/1/2014,Saturday ,Boston Celtics,Home,Boston Celtics Home,#ffffff,,Indiana Pacers,Away,Indiana Pacers Away,#051D42,,,
03/1/2014,Saturday ,Portland Trail Blazers,Home,Portland Trail Blazers Home,#ffffff,,Denver Nuggets,Away,Denver Nuggets Away,#438FDE,,,
03/1/2014,Saturday ,Miami Heat,Hardwood Classic,Miami Heat Hardwood Classic,#000000,,Orlando Magic,Home,Orlando Magic Home,#ffffff,,,
